country,year,energy_per_gdp,energy_per_capita,per_capita_electricity,population,primary_energy_consumption,gdp
Africa,1999,,3940.683,528.619,791504000,3119.066,
Africa,2000,,3936.853,540.697,810984000,3192.725,
Africa,2001,,3992.775,549.269,830902976,3317.609,
Africa,2002,,3940.405,568.599,851297984,3354.459,
Africa,2003,,4028.276,579.193,872248000,3513.656,
Africa,2004,,4212.245,599.674,893843008,3765.085,
Africa,2005,,4137.917,606.678,916153984,3790.969,
Africa,2006,,4108.038,619.094,939209984,3858.311,
Africa,2007,,4148.625,628.759,963022016,3995.218,
Africa,2008,,4302.814,627.292,987624000,4249.562,
Africa,2009,,4269.159,618.993,1013046016,4324.855,
Africa,2010,,4296.284,646.182,1039304000,4465.145,
Africa,2011,,4201.565,646.136,1066409984,4480.591,
Africa,2012,,4237.315,658.512,1094343040,4637.076,
Africa,2013,,4239.018,661.97,1123044992,4760.608,
Africa,2014,,4255.662,665.877,1152434048,4904.37,
Africa,2015,,4207.085,665.896,1182439040,4974.621,
Africa,2016,,4208.474,661.538,1213041024,5105.052,
Africa,2017,,4195.585,665.553,1244221952,5220.239,
Africa,2018,,4222.128,662.89,1275921024,5387.102,
Africa,2019,,4219.738,665.189,1308064000,5519.688,
Asia Pacific,1965,,,,,5172.048,
Asia Pacific,1966,,,,,5636.846,
Asia Pacific,1967,,,,,5903.615,
Asia Pacific,1968,,,,,6362.499,
Asia Pacific,1969,,,,,7230.522,
Asia Pacific,1970,,,,,8231.978,
Asia Pacific,1971,,,,,9015.817,
Asia Pacific,1972,,,,,9549.441,
Asia Pacific,1973,,,,,10315.012,
Asia Pacific,1974,,,,,10536.698,
Asia Pacific,1975,,,,,10940.322,
Asia Pacific,1976,,,,,11468.203,
Asia Pacific,1977,,,,,12135.076,
Asia Pacific,1978,,,,,12961.208,
Asia Pacific,1979,,,,,13564.972,
Asia Pacific,1980,,,,,13683.237,
Asia Pacific,1981,,,,,13778.693,
Asia Pacific,1982,,,,,13885.389,
Asia Pacific,1983,,,,,14531.618,
Asia Pacific,1984,,,,,15553.249,
Asia Pacific,1985,,,,,16343.51,
Asia Pacific,1986,,,,,17048.263,
Asia Pacific,1987,,,,,18008.776,
Asia Pacific,1988,,,,,19321.87,
Asia Pacific,1989,,,,,20355.062,
Asia Pacific,1990,,,,,21174.186,
Asia Pacific,1991,,,,,22150.684,
Asia Pacific,1992,,,,,23173.564,
Asia Pacific,1993,,,,,24400.224,
Asia Pacific,1994,,,,,25746.905,
Asia Pacific,1995,,,,,26945.94,
Asia Pacific,1996,,,,,28197.389,
Asia Pacific,1997,,,,,29062.364,
Asia Pacific,1998,,,,,28996.145,
Asia Pacific,1999,,,,,30166.16,
Asia Pacific,2000,,,,,31264.068,
Asia Pacific,2001,,,,,32272.889,
Asia Pacific,2002,,,,,33920.017,
Asia Pacific,2003,,,,,36742.332,
Asia Pacific,2004,,,,,40287.652,
Asia Pacific,2005,,,,,43473.652,
Asia Pacific,2006,,,,,46040.34,
Asia Pacific,2007,,,,,48911.285,
Asia Pacific,2008,,,,,50243.522,
Asia Pacific,2009,,,,,51385.839,
Asia Pacific,2010,,,,,54667.833,
Asia Pacific,2011,,,,,57592.711,
Asia Pacific,2012,,,,,59448.712,
Asia Pacific,2013,,,,,61277.565,
Asia Pacific,2014,,,,,62542.96,
Asia Pacific,2015,,,,,63507.114,
Asia Pacific,2016,,,,,64758.213,
Asia Pacific,2017,,,,,66685.026,
Asia Pacific,2018,,,,,69264.38,
Asia Pacific,2019,,,,,71544.479,
CIS,1965,,,,,6902.175,
CIS,1966,,,,,7339.643,
CIS,1967,,,,,7714.987,
CIS,1968,,,,,8001.401,
CIS,1969,,,,,8353.565,
CIS,1970,,,,,8787.372,
CIS,1971,,,,,9219.44,
CIS,1972,,,,,9689.875,
CIS,1973,,,,,10187.249,
CIS,1974,,,,,10749.686,
CIS,1975,,,,,11282.085,
CIS,1976,,,,,11720.671,
CIS,1977,,,,,12244.968,
CIS,1978,,,,,12772.353,
CIS,1979,,,,,13122.137,
CIS,1980,,,,,13414.258,
CIS,1981,,,,,13699.595,
CIS,1982,,,,,14042.973,
CIS,1983,,,,,14338.147,
CIS,1984,,,,,14875.528,
CIS,1985,,,,,11972.285,
CIS,1986,,,,,12243.672,
CIS,1987,,,,,12597.599,
CIS,1988,,,,,12880.937,
CIS,1989,,,,,12889.346,
CIS,1990,,,,,12668.847,
CIS,1991,,,,,12457.89,
CIS,1992,,,,,11929.835,
CIS,1993,,,,,11023.194,
CIS,1994,,,,,10052.366,
CIS,1995,,,,,9455.444,
CIS,1996,,,,,9148.026,
CIS,1997,,,,,8629.118,
CIS,1998,,,,,8613.492,
CIS,1999,,,,,8720.681,
CIS,2000,,,,,8807.709,
CIS,2001,,,,,8985.686,
CIS,2002,,,,,8963.672,
CIS,2003,,,,,9180.334,
CIS,2004,,,,,9339.264,
CIS,2005,,,,,9361.747,
CIS,2006,,,,,9694.52,
CIS,2007,,,,,9821.861,
CIS,2008,,,,,9824.805,
CIS,2009,,,,,9420.939,
CIS,2010,,,,,9798.898,
CIS,2011,,,,,10197.591,
CIS,2012,,,,,10289.683,
CIS,2013,,,,,10119.39,
CIS,2014,,,,,10205.631,
CIS,2015,,,,,10053.611,
CIS,2016,,,,,10202.149,
CIS,2017,,,,,10284.401,
CIS,2018,,,,,10779.868,
CIS,2019,,,,,10745.352,
Central America,1965,,,,,50.68,
Central America,1966,,,,,51.547,
Central America,1967,,,,,54.55,
Central America,1968,,,,,56.034,
Central America,1969,,,,,59.896,
Central America,1970,,,,,62.475,
Central America,1971,,,,,65.38,
Central America,1972,,,,,71.279,
Central America,1973,,,,,74.775,
Central America,1974,,,,,76.927,
Central America,1975,,,,,84.37,
Central America,1976,,,,,87.754,
Central America,1977,,,,,88.646,
Central America,1978,,,,,92.762,
Central America,1979,,,,,94.911,
Central America,1980,,,,,92.307,
Central America,1981,,,,,93.497,
Central America,1982,,,,,93.127,
Central America,1983,,,,,93.352,
Central America,1984,,,,,94.406,
Central America,1985,,,,,96.689,
Central America,1986,,,,,100.159,
Central America,1987,,,,,106.673,
Central America,1988,,,,,105.865,
Central America,1989,,,,,112.562,
Central America,1990,,,,,116.52,
Central America,1991,,,,,123.364,
Central America,1992,,,,,135.23,
Central America,1993,,,,,145.205,
Central America,1994,,,,,154.066,
Central America,1995,,,,,166.265,
Central America,1996,,,,,168.821,
Central America,1997,,,,,178.099,
Central America,1998,,,,,197.689,
Central America,1999,,,,,204.335,
Central America,2000,,,,,213.414,
Central America,2001,,,,,220.752,
Central America,2002,,,,,223.96,
Central America,2003,,,,,234.054,
Central America,2004,,,,,240.593,
Central America,2005,,,,,243.218,
Central America,2006,,,,,256.004,
Central America,2007,,,,,268.297,
Central America,2008,,,,,274.897,
Central America,2009,,,,,269.726,
Central America,2010,,,,,280.848,
Central America,2011,,,,,295.176,
Central America,2012,,,,,305.577,
Central America,2013,,,,,308.221,
Central America,2014,,,,,318.259,
Central America,2015,,,,,346.633,
Central America,2016,,,,,361.967,
Central America,2017,,,,,372.54,
Central America,2018,,,,,387.8,
Central America,2019,,,,,393.6,
Eastern Africa,1965,,,,,103.269,
Eastern Africa,1966,,,,,113.332,
Eastern Africa,1967,,,,,116.71,
Eastern Africa,1968,,,,,121.578,
Eastern Africa,1969,,,,,127.248,
Eastern Africa,1970,,,,,143.777,
Eastern Africa,1971,,,,,154.161,
Eastern Africa,1972,,,,,161.633,
Eastern Africa,1973,,,,,170.496,
Eastern Africa,1974,,,,,176.673,
Eastern Africa,1975,,,,,172.487,
Eastern Africa,1976,,,,,184.98,
Eastern Africa,1977,,,,,187.353,
Eastern Africa,1978,,,,,182.421,
Eastern Africa,1979,,,,,188.211,
Eastern Africa,1980,,,,,188.415,
Eastern Africa,1981,,,,,185.637,
Eastern Africa,1982,,,,,182.963,
Eastern Africa,1983,,,,,184.088,
Eastern Africa,1984,,,,,182.824,
Eastern Africa,1985,,,,,189.256,
Eastern Africa,1986,,,,,199.087,
Eastern Africa,1987,,,,,199.76,
Eastern Africa,1988,,,,,216.236,
Eastern Africa,1989,,,,,219.045,
Eastern Africa,1990,,,,,246.637,
Eastern Africa,1991,,,,,234.883,
Eastern Africa,1992,,,,,230.549,
Eastern Africa,1993,,,,,245.633,
Eastern Africa,1994,,,,,247.189,
Eastern Africa,1995,,,,,251.765,
Eastern Africa,1996,,,,,253.184,
Eastern Africa,1997,,,,,263.192,
Eastern Africa,1998,,,,,280.25,
Eastern Africa,1999,,,,,286.201,
Eastern Africa,2000,,,,,289.638,
Eastern Africa,2001,,,,,311.607,
Eastern Africa,2002,,,,,319.238,
Eastern Africa,2003,,,,,315.266,
Eastern Africa,2004,,,,,340.675,
Eastern Africa,2005,,,,,352.11,
Eastern Africa,2006,,,,,364.473,
Eastern Africa,2007,,,,,381.001,
Eastern Africa,2008,,,,,377.883,
Eastern Africa,2009,,,,,398.177,
Eastern Africa,2010,,,,,432.444,
Eastern Africa,2011,,,,,453.368,
Eastern Africa,2012,,,,,457.283,
Eastern Africa,2013,,,,,501.874,
Eastern Africa,2014,,,,,549.28,
Eastern Africa,2015,,,,,569.874,
Eastern Africa,2016,,,,,566.53,
Eastern Africa,2017,,,,,598.373,
Eastern Africa,2018,,,,,627.075,
Eastern Africa,2019,,,,,653.746,
Europe,1900,,,,421186688,,
Europe,1901,,,,,,
Europe,1902,,,,,,
Europe,1903,,,,,,
Europe,1904,,,,,,
Europe,1905,,,,,,
Europe,1906,,,,,,
Europe,1907,,,,,,
Europe,1908,,,,,,
Europe,1909,,,,,,
Europe,1910,,,,474065376,,
Europe,1911,,,,,,
Europe,1912,,,,,,
Europe,1913,,,,,,
Europe,1914,,,,,,
Europe,1915,,,,,,
Europe,1916,,,,,,
Europe,1917,,,,,,
Europe,1918,,,,,,
Europe,1919,,,,,,
Europe,1920,,,,477206560,,
Europe,1921,,,,,,
Europe,1922,,,,,,
Europe,1923,,,,,,
Europe,1924,,,,,,
Europe,1925,,,,,,
Europe,1926,,,,,,
Europe,1927,,,,,,
Europe,1928,,,,,,
Europe,1929,,,,,,
Europe,1930,,,,513773856,,
Europe,1931,,,,,,
Europe,1932,,,,,,
Europe,1933,,,,,,
Europe,1934,,,,,,
Europe,1935,,,,,,
Europe,1936,,,,,,
Europe,1937,,,,,,
Europe,1938,,,,,,
Europe,1939,,,,,,
Europe,1940,,,,561190400,,
Europe,1941,,,,,,
Europe,1942,,,,,,
Europe,1943,,,,,,
Europe,1944,,,,,,
Europe,1945,,,,,,
Europe,1946,,,,,,
Europe,1947,,,,,,
Europe,1948,,,,,,
Europe,1949,,,,,,
Europe,1950,,,,549329024,,
Europe,1951,,,,554324992,,
Europe,1952,,,,559694016,,
Europe,1953,,,,565281984,,
Europe,1954,,,,570969984,,
Europe,1955,,,,576678976,,
Europe,1956,,,,582371008,,
Europe,1957,,,,588048000,,
Europe,1958,,,,593742976,,
Europe,1959,,,,599513024,,
Europe,1960,,,,605406976,,
Europe,1961,,,,611433984,,
Europe,1962,,,,617536000,,
Europe,1963,,,,623574976,,
Europe,1964,,,,629366976,,
Europe,1965,,19466.406,,634782976,12356.943,
Europe,1966,,19895.863,,639761984,12728.617,
Europe,1967,,20336.663,,644345024,13103.828,
Europe,1968,,21552.501,,648636032,13979.729,
Europe,1969,,22972.27,,652790016,14996.068,
Europe,1970,,24312.418,,656918976,15971.289,
Europe,1971,,24812.9,,661056000,16402.716,
Europe,1972,,25838.198,,665164032,17186.64,
Europe,1973,,27160.604,,669208000,18176.094,
Europe,1974,,26628.321,,673132032,17924.376,
Europe,1975,,26212.47,,676894976,17743.089,
Europe,1976,,27559.331,,680497984,18754.069,
Europe,1977,,27875.976,,683960000,19066.053,
Europe,1978,,28804.214,,687286016,19796.734,
Europe,1979,,29739.951,,690484992,20534.99,
Europe,1980,,28868.085,,693566976,20021.95,
Europe,1981,,28002.308,,696513024,19503.972,
Europe,1982,,27364.642,,699329984,19136.915,
Europe,1983,,27507.08,,702070016,19311.896,
Europe,1984,,28110.136,,704806976,19812.22,
Europe,1985,,33482.84,4075.398,707584000,23691.922,
Europe,1986,,33911.907,4147.502,710422016,24091.765,
Europe,1987,,34459.574,4268.713,713278976,24579.289,
Europe,1988,,34685.985,4371.655,716057024,24837.143,
Europe,1989,,34435.109,4443.347,718617024,24745.656,
Europe,1990,,34654.824,4456.901,720857984,24981.206,
Europe,1991,,34062.55,4469.041,722776000,24619.593,
Europe,1992,,32984.015,4404.205,724390016,23893.291,
Europe,1993,,32274.418,4374.971,725657024,23420.158,
Europe,1994,,31547.979,4394.344,726529024,22920.523,
Europe,1995,,32142.549,4511.161,726993984,23367.44,
Europe,1996,,33025.653,4613.167,727020032,24010.311,
Europe,1997,,32877.029,4664.015,726668992,23890.718,
Europe,1998,,33224.509,4773.748,726142016,24125.712,
Europe,1999,,33094.197,4835.886,725705024,24016.625,
Europe,2000,,33489.146,4989.653,725558016,24298.318,
Europe,2001,,33870.553,5077.487,725772032,24582.3,
Europe,2002,,33699.931,5119.795,726312000,24476.665,
Europe,2003,,34267.193,5241.935,727134016,24916.842,
Europe,2004,,34716.952,5353.374,728150016,25279.149,
Europe,2005,,34826.51,5429.781,729288000,25398.556,
Europe,2006,,35067.031,5496.969,730547008,25618.115,
Europe,2007,,34674.247,5553.322,731939008,25379.434,
Europe,2008,,34434.149,5574.687,733416000,25254.556,
Europe,2009,,32334.616,5299.455,734923008,23763.454,
Europe,2010,,33453.878,5521.037,736412992,24635.871,
Europe,2011,,32623.495,5447.472,737851008,24071.279,
Europe,2012,,32435.435,5481.957,739225024,23977.085,
Europe,2013,,32043.34,5429.257,740542016,23729.439,
Europe,2014,,30743.902,5309.232,741817984,22806.38,
Europe,2015,,30942.901,5360.112,743059008,22992.401,
Europe,2016,,31313.708,5405.434,744268992,23305.822,
Europe,2017,,31584.442,5449.559,745414976,23543.516,
Europe,2018,,31541.63,5448.897,746419008,23543.272,
Europe,2019,,31159.831,5344.539,747182976,23282.096,
Europe (other),1965,,,,,183.585,
Europe (other),1966,,,,,193.158,
Europe (other),1967,,,,,195.872,
Europe (other),1968,,,,,215.553,
Europe (other),1969,,,,,229.941,
Europe (other),1970,,,,,253.73,
Europe (other),1971,,,,,296.648,
Europe (other),1972,,,,,309.161,
Europe (other),1973,,,,,324.312,
Europe (other),1974,,,,,359.36,
Europe (other),1975,,,,,362.393,
Europe (other),1976,,,,,386.134,
Europe (other),1977,,,,,414.057,
Europe (other),1978,,,,,450.584,
Europe (other),1979,,,,,488.513,
Europe (other),1980,,,,,475.238,
Europe (other),1981,,,,,472.725,
Europe (other),1982,,,,,492.267,
Europe (other),1983,,,,,530.788,
Europe (other),1984,,,,,552.998,
Europe (other),1985,,,,,706.92,
Europe (other),1986,,,,,741.651,
Europe (other),1987,,,,,750.869,
Europe (other),1988,,,,,773.942,
Europe (other),1989,,,,,751.503,
Europe (other),1990,,,,,530.655,
Europe (other),1991,,,,,467.777,
Europe (other),1992,,,,,409.09,
Europe (other),1993,,,,,352.935,
Europe (other),1994,,,,,301.603,
Europe (other),1995,,,,,309.285,
Europe (other),1996,,,,,338.103,
Europe (other),1997,,,,,363.926,
Europe (other),1998,,,,,369.569,
Europe (other),1999,,,,,336.07,
Europe (other),2000,,,,,360.912,
Europe (other),2001,,,,,376.721,
Europe (other),2002,,,,,394.838,
Europe (other),2003,,,,,417.242,
Europe (other),2004,,,,,453.085,
Europe (other),2005,,,,,446.836,
Europe (other),2006,,,,,458.125,
Europe (other),2007,,,,,444.84,
Europe (other),2008,,,,,455.363,
Europe (other),2009,,,,,462.124,
Europe (other),2010,,,,,493.54,
Europe (other),2011,,,,,484.762,
Europe (other),2012,,,,,454.422,
Europe (other),2013,,,,,480.295,
Europe (other),2014,,,,,440.65,
Europe (other),2015,,,,,470.089,
Europe (other),2016,,,,,498.5,
Europe (other),2017,,,,,496.261,
Europe (other),2018,,,,,524.089,
Europe (other),2019,,,,,562.717,
Falkland Islands,1980,,,,,0.05,
Falkland Islands,1981,,,,,0.051,
Falkland Islands,1982,,,,,0.051,
Falkland Islands,1983,,,,,0.051,
Falkland Islands,1984,,,,,0.051,
Falkland Islands,1985,,,,,0.063,
Falkland Islands,1986,,,,,0.05,
Falkland Islands,1987,,,,,0.05,
Falkland Islands,1988,,,,,0.087,
Falkland Islands,1989,,,,,0.125,
Falkland Islands,1990,,,,,0.062,
Falkland Islands,1991,,,,,0.062,
Falkland Islands,1992,,,,,0.063,
Falkland Islands,1993,,,,,0.062,
Falkland Islands,1994,,,,,0.062,
Falkland Islands,1995,,,,,0.125,
Falkland Islands,1996,,,,,0.075,
Falkland Islands,1997,,,,,0.138,
Falkland Islands,1998,,,,,0.075,
Falkland Islands,1999,,,,,0.075,
Falkland Islands,2000,,,,,0.116,
Falkland Islands,2001,,,,,0.129,
Falkland Islands,2002,,,,,0.141,
Falkland Islands,2003,,,,,0.154,
Falkland Islands,2004,,,,,0.167,
Falkland Islands,2005,,,,,0.167,
Falkland Islands,2006,,,,,0.193,
Falkland Islands,2007,,,,,0.193,
Falkland Islands,2008,,,,,0.198,
Falkland Islands,2009,,,,,0.198,
Falkland Islands,2010,,,,,0.19,
Falkland Islands,2011,,,,,0.187,
Falkland Islands,2012,,,,,0.194,
Falkland Islands,2013,,,,,0.194,
Falkland Islands,2014,,,,,0.194,
Falkland Islands,2015,,,,,0.201,
Falkland Islands,2016,,,,,0.205,
Middle Africa,1965,,,,,37.031,
Middle Africa,1966,,,,,38.16,
Middle Africa,1967,,,,,37.998,
Middle Africa,1968,,,,,39.425,
Middle Africa,1969,,,,,41.392,
Middle Africa,1970,,,,,43.412,
Middle Africa,1971,,,,,49.862,
Middle Africa,1972,,,,,51.736,
Middle Africa,1973,,,,,57.705,
Middle Africa,1974,,,,,59.735,
Middle Africa,1975,,,,,56.162,
Middle Africa,1976,,,,,55.51,
Middle Africa,1977,,,,,58.532,
Middle Africa,1978,,,,,65.11,
Middle Africa,1979,,,,,66.095,
Middle Africa,1980,,,,,68.779,
Middle Africa,1981,,,,,73.132,
Middle Africa,1982,,,,,70.756,
Middle Africa,1983,,,,,78.291,
Middle Africa,1984,,,,,74.234,
Middle Africa,1985,,,,,83.218,
Middle Africa,1986,,,,,82.771,
Middle Africa,1987,,,,,84.651,
Middle Africa,1988,,,,,88.938,
Middle Africa,1989,,,,,93.533,
Middle Africa,1990,,,,,86.546,
Middle Africa,1991,,,,,81.341,
Middle Africa,1992,,,,,83.389,
Middle Africa,1993,,,,,83.388,
Middle Africa,1994,,,,,81.005,
Middle Africa,1995,,,,,83.276,
Middle Africa,1996,,,,,83.772,
Middle Africa,1997,,,,,83.506,
Middle Africa,1998,,,,,80.458,
Middle Africa,1999,,,,,84.018,
Middle Africa,2000,,,,,91.721,
Middle Africa,2001,,,,,103.012,
Middle Africa,2002,,,,,108.885,
Middle Africa,2003,,,,,118.202,
Middle Africa,2004,,,,,132.487,
Middle Africa,2005,,,,,132.771,
Middle Africa,2006,,,,,146.066,
Middle Africa,2007,,,,,149.545,
Middle Africa,2008,,,,,169.218,
Middle Africa,2009,,,,,179.631,
Middle Africa,2010,,,,,194.495,
Middle Africa,2011,,,,,210.643,
Middle Africa,2012,,,,,216.312,
Middle Africa,2013,,,,,233.063,
Middle Africa,2014,,,,,246.763,
Middle Africa,2015,,,,,246.151,
Middle Africa,2016,,,,,252.585,
Middle Africa,2017,,,,,246.022,
Middle Africa,2018,,,,,250.372,
Middle Africa,2019,,,,,251.644,
Middle East,1900,,,,,,
Middle East,1901,,,,,,
Middle East,1902,,,,,,
Middle East,1903,,,,,,
Middle East,1904,,,,,,
Middle East,1905,,,,,,
Middle East,1906,,,,,,
Middle East,1907,,,,,,
Middle East,1908,,,,,,
Middle East,1909,,,,,,
Middle East,1910,,,,,,
Middle East,1911,,,,,,
Middle East,1912,,,,,,
Middle East,1913,,,,,,
Middle East,1914,,,,,,
Middle East,1915,,,,,,
Middle East,1916,,,,,,
Middle East,1917,,,,,,
Middle East,1918,,,,,,
Middle East,1919,,,,,,
Middle East,1920,,,,,,
Middle East,1921,,,,,,
Middle East,1922,,,,,,
Middle East,1923,,,,,,
Middle East,1924,,,,,,
Middle East,1925,,,,,,
Middle East,1926,,,,,,
Middle East,1927,,,,,,
Middle East,1928,,,,,,
Middle East,1929,,,,,,
Middle East,1930,,,,,,
Middle East,1931,,,,,,
Middle East,1932,,,,,,
Middle East,1933,,,,,,
Middle East,1934,,,,,,
Middle East,1935,,,,,,
Middle East,1936,,,,,,
Middle East,1937,,,,,,
Middle East,1938,,,,,,
Middle East,1939,,,,,,
Middle East,1940,,,,,,
Middle East,1941,,,,,,
Middle East,1942,,,,,,
Middle East,1943,,,,,,
Middle East,1944,,,,,,
Middle East,1945,,,,,,
Middle East,1946,,,,,,
Middle East,1947,,,,,,
Middle East,1948,,,,,,
Middle East,1949,,,,,,
Middle East,1950,,,,,,
Middle East,1951,,,,,,
Middle East,1952,,,,,,
Middle East,1953,,,,,,
Middle East,1954,,,,,,
Middle East,1955,,,,,,
Middle East,1956,,,,,,
Middle East,1957,,,,,,
Middle East,1958,,,,,,
Middle East,1959,,,,,,
Middle East,1960,,,,,,
Middle East,1961,,,,,,
Middle East,1962,,,,,,
Middle East,1963,,,,,,
Middle East,1964,,,,,,
Middle East,1965,,,,,559.822,
Middle East,1966,,,,,583.441,
Middle East,1967,,,,,610.114,
Middle East,1968,,,,,645.589,
Middle East,1969,,,,,678.959,
Middle East,1970,,,,,715.485,
Middle East,1971,,,,,757.649,
Middle East,1972,,,,,824.194,
Middle East,1973,,,,,903.011,
Middle East,1974,,,,,961.747,
Middle East,1975,,,,,959.815,
Middle East,1976,,,,,1086.046,
Middle East,1977,,,,,1234.824,
Middle East,1978,,,,,1294.662,
Middle East,1979,,,,,1520.312,
Middle East,1980,,,,,1471.173,
Middle East,1981,,,,,1602.745,
Middle East,1982,,,,,1775.206,
Middle East,1983,,,,,1941.98,
Middle East,1984,,,,,2194.081,
Middle East,1985,,,,,2333.099,
Middle East,1986,,,,,2437.21,
Middle East,1987,,,,,2607.525,
Middle East,1988,,,,,2770.071,
Middle East,1989,,,,,2919.551,
Middle East,1990,,,,,3016.683,
Middle East,1991,,,,,3150.589,
Middle East,1992,,,,,3436.362,
Middle East,1993,,,,,3538.939,
Middle East,1994,,,,,3949.492,
Middle East,1995,,,,,4087.23,
Middle East,1996,,,,,4218.337,
Middle East,1997,,,,,4418.921,
Middle East,1998,,,,,4492.01,
Middle East,1999,,,,,4572.298,
Middle East,2000,,,,,4803.464,
Middle East,2001,,,,,5037.451,
Middle East,2002,,,,,5314.932,
Middle East,2003,,,,,5548.164,
Middle East,2004,,,,,5978.734,
Middle East,2005,,,,,6389.454,
Middle East,2006,,,,,6715.003,
Middle East,2007,,,,,7094.042,
Middle East,2008,,,,,7605.936,
Middle East,2009,,,,,7838.087,
Middle East,2010,,,,,8259.875,
Middle East,2011,,,,,8573.275,
Middle East,2012,,,,,8922.71,
Middle East,2013,,,,,9184.636,
Middle East,2014,,,,,9458.821,
Middle East,2015,,,,,9734.288,
Middle East,2016,,,,,10062.555,
Middle East,2017,,,,,10231.361,
Middle East,2018,,,,,10446.047,
Middle East,2019,,,,,10771.434,
North America,1900,,,,81731352,,
North America,1901,,,,,,
North America,1902,,,,,,
North America,1903,,,,,,
North America,1904,,,,,,
North America,1905,,,,,,
North America,1906,,,,,,
North America,1907,,,,,,
North America,1908,,,,,,
North America,1909,,,,,,
North America,1910,,,,98849040,,
North America,1911,,,,,,
North America,1912,,,,,,
North America,1913,,,,,,
North America,1914,,,,,,
North America,1915,,,,,,
North America,1916,,,,,,
North America,1917,,,,,,
North America,1918,,,,,,
North America,1919,,,,,,
North America,1920,,,,114874600,,
North America,1921,,,,,,
North America,1922,,,,,,
North America,1923,,,,,,
North America,1924,,,,,,
North America,1925,,,,,,
North America,1926,,,,,,
North America,1927,,,,,,
North America,1928,,,,,,
North America,1929,,,,,,
North America,1930,,,,133685208,,
North America,1931,,,,,,
North America,1932,,,,,,
North America,1933,,,,,,
North America,1934,,,,,,
North America,1935,,,,,,
North America,1936,,,,,,
North America,1937,,,,,,
North America,1938,,,,,,
North America,1939,,,,,,
North America,1940,,,,143859568,,
North America,1941,,,,,,
North America,1942,,,,,,
North America,1943,,,,,,
North America,1944,,,,,,
North America,1945,,,,,,
North America,1946,,,,,,
North America,1947,,,,,,
North America,1948,,,,,,
North America,1949,,,,,,
North America,1950,,,,172603008,,
North America,1951,,,,175016992,,
North America,1952,,,,177779008,,
North America,1953,,,,180812992,,
North America,1954,,,,184052000,,
North America,1955,,,,187430000,,
North America,1956,,,,190892992,,
North America,1957,,,,194388000,,
North America,1958,,,,197870000,,
North America,1959,,,,201300992,,
North America,1960,,,,204648992,,
North America,1961,,,,207887008,,
North America,1962,,,,210996000,,
North America,1963,,,,213963008,,
North America,1964,,,,216783008,,
North America,1965,,73931.479,,219454000,16224.559,
North America,1966,,77256.269,,221966000,17148.265,
North America,1967,,79155.911,,224327008,17756.809,
North America,1968,,83203.264,,226580992,18852.278,
North America,1969,,86918.921,,228787008,19885.92,
North America,1970,,89330.874,,230992000,20634.717,
North America,1971,,90455.762,,233214000,21095.55,
North America,1972,,94492.227,,235450000,22248.195,
North America,1973,,97758.834,,237703008,23237.569,
North America,1974,,95170.221,,239971008,22838.094,
North America,1975,,92250.481,,242251008,22347.772,
North America,1976,,96439.581,,244552992,23584.588,
North America,1977,,98422.275,,246882000,24298.688,
North America,1978,,98346.104,,249238000,24511.586,
North America,1979,,99029.044,,251614000,24917.094,
North America,1980,,95527.412,,254007008,24264.632,
North America,1981,,92508.844,,256419008,23721.026,
North America,1982,,88223.076,,258854000,22836.896,
North America,1983,,86955.755,,261318000,22723.104,
North America,1984,,90798.189,,263819008,23954.288,
North America,1985,,90259.417,12060.136,266363008,24041.77,
North America,1986,,89748.198,12062.385,268959008,24138.586,
North America,1987,,91884.036,12425.189,271607008,24956.348,
North America,1988,,94935.608,12878.937,274300000,26040.837,
North America,1989,,96223.317,13621.69,277028000,26656.553,
North America,1990,,95486.811,13692.53,279784992,26715.777,
North America,1991,,94635.691,13825.032,282552000,26739.504,
North America,1992,,95229.107,13791.59,285340000,27172.674,
North America,1993,,96192.042,14120.34,288204992,27723.027,
North America,1994,,97342.432,14276.521,291227008,28348.745,
North America,1995,,98162.324,14520.285,294454016,28904.29,
North America,1996,,100203.449,14740.915,297919008,29852.512,
North America,1997,,99785.557,14773.65,301582016,30093.53,
North America,1998,,99166.386,15062.225,305324000,30277.878,
North America,1999,,99856.394,15223.9,308977984,30853.427,
North America,2000,,101186.932,15554.664,312427008,31613.53,
North America,2001,,97852.37,15152.7,315616000,30883.774,
North America,2002,,98611.812,15466.122,318585984,31416.341,
North America,2003,,98086.873,15403.418,321432000,31528.26,
North America,2004,,99223.894,15620.119,324299008,32178.21,
North America,2005,,98812.592,15872.912,327287008,32340.078,
North America,2006,,97255.745,15734.884,330424992,32135.729,
North America,2007,,97837.242,15980.467,333668000,32645.157,
North America,2008,,94986.044,15712.892,336952992,32005.832,
North America,2009,,89626.129,14957.182,340182016,30489.197,
North America,2010,,91669.433,15371.387,343287008,31468.925,
North America,2011,,90937.27,15288.914,346251008,31487.121,
North America,2012,,88214.227,15020.376,349092992,30794.968,
North America,2013,,89782.636,15016.292,351824000,31587.686,
North America,2014,,89950.684,14992.198,354464000,31884.279,
North America,2015,,88562.994,14896.097,357031008,31619.735,
North America,2016,,87878.289,14828.567,359524992,31594.441,
North America,2017,,87748.432,14632.591,361942016,31759.844,
North America,2018,,89812.397,14985.027,364296000,32718.297,
North America,2019,,88336.805,14799.991,366600992,32384.36,
OPEC,1900,,,,,,
OPEC,1901,,,,,,
